feature,importance,category
WORD: summary of the,0.0,WORD
WORD: such as the,0.0,WORD
WORD: step by step guide,0.0,WORD
WORD: step by step,0.0,WORD
POS: cc jj jj,0.0,POS
WORD: start with the,0.0,WORD
WORD: specific aspect of,0.0,WORD
POS: cc jj nn nn,0.0,POS
WORD: sounds like you,0.0,WORD
WORD: some of the most,0.0,WORD
WORD: some of the,0.0,WORD
POS: cc nn nns,0.0,POS
WORD: please note that,0.0,WORD
WORD: part of the,0.0,WORD
WORD: most up to,0.0,WORD
WORD: not just the,0.0,WORD
WORD: often the most,0.0,WORD
WORD: of the world,0.0,WORD
WORD: of the universe,0.0,WORD
WORD: of the people,0.0,WORD
WORD: of the most,0.0,WORD
WORD: of the key,0.0,WORD
WORD: of the best,0.0,WORD
WORD: need to be,0.0,WORD
WORD: overview of the,0.0,WORD
WORD: nature of the,0.0,WORD
POS: in jj nnp,0.0,POS
WORD: natural language processing,0.0,WORD
WORD: my best to,0.0,WORD
POS: in jj nns in,0.0,POS
WORD: most up to date information,0.0,WORD
WORD: most up to date,0.0,WORD
WORD: often used in,0.0,WORD
WORD: on any of,0.0,WORD
WORD: on any of these,0.0,WORD
WORD: on any specific,0.0,WORD
WORD: out of the,0.0,WORD
WORD: or want to,0.0,WORD
WORD: or if you,0.0,WORD
WORD: one of these,0.0,WORD
WORD: one of the most,0.0,WORD
WORD: one of the,0.0,WORD
WORD: on your specific,0.0,WORD
WORD: on what you,0.0,WORD
WORD: on the specific,0.0,WORD
WORD: on the context,0.0,WORD
WORD: on both sides,0.0,WORD
POS: dt nnp in,0.0,POS
WORD: on any specific aspect of,0.0,WORD
WORD: on any specific aspect,0.0,WORD
POS: in dt jj jj,0.0,POS
WORD: about what you,0.0,WORD
